               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 117,            0.027384,            0.016743,            0.002658,             0.86735,             0.78801,             0.87252,             0.66236,            0.025482,           0.0085841,           0.0027565,            0.006172,            0.006172,            0.006172
                 118,            0.027419,              0.0161,           0.0024458,             0.85725,             0.81368,             0.87789,               0.664,            0.025458,           0.0084744,           0.0024747,            0.006139,            0.006139,            0.006139
                 119,             0.02722,            0.016072,           0.0024178,             0.83977,             0.80671,             0.86849,             0.65505,            0.025494,           0.0085704,           0.0025884,            0.006106,            0.006106,            0.006106
                 120,            0.027294,            0.016889,           0.0025176,             0.85654,             0.80704,             0.87835,             0.66655,            0.025681,           0.0085662,           0.0028113,            0.006073,            0.006073,            0.006073
                 121,            0.027099,            0.017089,           0.0025689,             0.85847,             0.77895,              0.8724,              0.6672,            0.025775,           0.0085583,           0.0030384,             0.00604,             0.00604,             0.00604
                 122,            0.026998,            0.016093,           0.0022129,             0.85219,               0.811,             0.87398,             0.66756,            0.025905,           0.0084729,           0.0027981,            0.006007,            0.006007,            0.006007
                 123,            0.026997,            0.016683,            0.002719,             0.84992,             0.80196,             0.87229,              0.6658,            0.025869,            0.008524,           0.0027528,            0.005974,            0.005974,            0.005974
                 124,            0.027101,            0.015888,           0.0020868,             0.89608,             0.76514,             0.87315,             0.66329,             0.02587,            0.008568,           0.0023821,            0.005941,            0.005941,            0.005941
                 125,            0.026793,             0.01598,           0.0023708,             0.87875,             0.78219,             0.87366,             0.66778,            0.025597,           0.0084465,           0.0027919,            0.005908,            0.005908,            0.005908
                 126,            0.026913,            0.016629,           0.0023496,             0.89708,             0.78149,              0.8755,             0.66859,            0.025273,           0.0084003,           0.0031023,            0.005875,            0.005875,            0.005875
                 127,            0.026694,            0.016199,            0.002341,             0.88204,             0.78824,             0.87835,             0.67446,            0.025262,           0.0082858,           0.0029875,            0.005842,            0.005842,            0.005842
                 128,             0.02723,            0.017747,           0.0025292,             0.87186,             0.79908,             0.87786,             0.67124,            0.025649,           0.0083547,           0.0028983,            0.005809,            0.005809,            0.005809
                 129,            0.026704,            0.015711,           0.0025397,             0.86345,             0.80566,             0.88338,             0.67122,            0.025525,           0.0083106,           0.0028656,            0.005776,            0.005776,            0.005776
                 130,             0.02692,            0.016966,           0.0024765,             0.85746,             0.82054,             0.87568,             0.66664,            0.025438,           0.0083935,           0.0028273,            0.005743,            0.005743,            0.005743
                 131,            0.027223,            0.017585,           0.0023931,             0.85491,             0.81712,               0.874,             0.67128,            0.025308,            0.008517,           0.0026034,             0.00571,             0.00571,             0.00571
                 132,            0.026855,            0.016951,           0.0024486,             0.85734,              0.8102,             0.87877,             0.68011,            0.025239,           0.0083096,           0.0028004,            0.005677,            0.005677,            0.005677
                 133,             0.02602,            0.015154,           0.0023458,             0.86243,             0.79609,             0.88023,              0.6796,             0.02524,           0.0083172,           0.0027529,            0.005644,            0.005644,            0.005644
                 134,            0.026871,            0.017261,           0.0024234,             0.85894,             0.80379,             0.88172,             0.67532,            0.025589,           0.0083755,           0.0028668,            0.005611,            0.005611,            0.005611
                 135,            0.026767,            0.016014,           0.0024174,             0.88231,             0.79325,             0.88027,             0.67093,            0.025679,           0.0083716,           0.0028354,            0.005578,            0.005578,            0.005578
                 136,            0.026006,            0.015805,           0.0022941,             0.85914,             0.80327,             0.87644,             0.66709,            0.025622,           0.0084894,           0.0026563,            0.005545,            0.005545,            0.005545
                 137,            0.026587,            0.016403,             0.00187,             0.84791,             0.81082,             0.87717,             0.66462,            0.025697,           0.0084598,           0.0028323,            0.005512,            0.005512,            0.005512
                 138,            0.025996,            0.015837,            0.002196,             0.88585,             0.79801,             0.88522,             0.67853,             0.02556,           0.0084213,           0.0024764,            0.005479,            0.005479,            0.005479
                 139,            0.026107,            0.017502,           0.0023219,             0.88521,             0.80125,             0.89041,             0.68988,             0.02532,           0.0083819,            0.002426,            0.005446,            0.005446,            0.005446
                 140,            0.026424,            0.016114,             0.00218,             0.86927,             0.79781,             0.88256,              0.6817,            0.025287,           0.0085316,            0.002548,            0.005413,            0.005413,            0.005413
                 141,            0.025879,            0.015436,           0.0021739,             0.85653,             0.80728,             0.88024,             0.67942,            0.025401,           0.0084772,           0.0028805,             0.00538,             0.00538,             0.00538
                 142,            0.026232,            0.017352,           0.0026148,             0.87477,             0.79631,             0.88486,             0.68344,            0.025154,           0.0083635,           0.0030062,            0.005347,            0.005347,            0.005347
                 143,            0.026383,            0.017204,           0.0023303,             0.85427,             0.81323,             0.88201,             0.67763,            0.025264,           0.0083806,            0.003015,            0.005314,            0.005314,            0.005314
                 144,            0.026469,            0.016177,           0.0024516,             0.87064,             0.79428,             0.87385,             0.67043,             0.02544,            0.008429,           0.0029762,            0.005281,            0.005281,            0.005281
                 145,            0.025772,            0.015395,           0.0023622,             0.87941,             0.78905,             0.87413,             0.67452,            0.025419,           0.0084642,           0.0030509,            0.005248,            0.005248,            0.005248
                 146,            0.026063,            0.016435,            0.002411,             0.86143,             0.81122,             0.87532,             0.67618,            0.025424,           0.0084832,           0.0028192,            0.005215,            0.005215,            0.005215
                 147,            0.025514,            0.015006,           0.0022946,             0.86011,             0.80279,              0.8728,             0.67525,            0.025007,           0.0083851,           0.0029376,            0.005182,            0.005182,            0.005182
                 148,            0.026389,            0.016857,           0.0024149,             0.85693,             0.80861,             0.87316,             0.67312,            0.024955,           0.0084496,           0.0026439,            0.005149,            0.005149,            0.005149
                 149,            0.026103,            0.017225,           0.0022971,             0.85646,             0.81524,             0.87602,             0.67552,            0.024799,           0.0084252,           0.0027676,            0.005116,            0.005116,            0.005116
                 150,            0.025697,            0.016169,           0.0021989,             0.85794,             0.81409,              0.8835,             0.68504,            0.024773,           0.0083247,           0.0025455,            0.005083,            0.005083,            0.005083
                 151,             0.02574,            0.015427,           0.0019742,             0.86383,             0.80403,             0.87629,              0.6805,            0.024922,           0.0083666,           0.0024981,             0.00505,             0.00505,             0.00505
                 152,            0.025489,            0.015666,           0.0020902,             0.89164,              0.7942,             0.87793,             0.68094,            0.024864,           0.0083263,           0.0025268,            0.005017,            0.005017,            0.005017
                 153,            0.025735,            0.016001,           0.0022457,             0.89015,             0.79854,             0.87862,              0.6853,            0.024885,           0.0082592,            0.002679,            0.004984,            0.004984,            0.004984
                 154,             0.02589,             0.01555,           0.0021003,             0.89735,             0.80496,             0.88148,              0.6831,            0.024863,             0.00828,           0.0022772,            0.004951,            0.004951,            0.004951
                 155,            0.025637,            0.015705,           0.0022816,             0.88537,             0.80346,             0.87518,             0.67694,            0.024853,            0.008405,           0.0024035,            0.004918,            0.004918,            0.004918
                 156,            0.025697,            0.016379,           0.0021869,             0.85452,             0.81339,             0.87837,             0.67868,            0.024845,           0.0083456,           0.0023761,            0.004885,            0.004885,            0.004885
                 157,            0.025354,             0.01547,           0.0019425,             0.89539,             0.78666,             0.88169,             0.68423,            0.024709,           0.0082623,           0.0023235,            0.004852,            0.004852,            0.004852
