               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 122,            0.018584,            0.011639,           0.0014912,             0.91082,             0.84609,             0.90835,             0.74514,            0.020898,           0.0074826,           0.0017727,            0.006007,            0.006007,            0.006007
                 123,            0.018681,            0.011237,           0.0014306,              0.8964,             0.85836,             0.90568,             0.74424,            0.020604,           0.0075964,           0.0017848,            0.005974,            0.005974,            0.005974
                 124,            0.018879,            0.011277,           0.0013377,             0.91365,             0.84528,             0.90514,             0.75256,            0.020456,            0.007508,           0.0018234,            0.005941,            0.005941,            0.005941
                 125,            0.018793,            0.011965,           0.0013762,             0.92091,             0.85135,             0.91417,             0.75661,            0.020148,           0.0074579,           0.0016664,            0.005908,            0.005908,            0.005908
                 126,            0.018369,            0.011671,           0.0012972,             0.91274,             0.85509,             0.91675,             0.75831,            0.020312,           0.0073743,           0.0016999,            0.005875,            0.005875,            0.005875
                 127,            0.018686,            0.011885,           0.0014755,             0.90807,             0.85635,             0.91073,             0.75348,            0.020418,           0.0074658,            0.001534,            0.005842,            0.005842,            0.005842
                 128,            0.018085,            0.010037,           0.0012552,             0.89793,             0.85945,             0.91501,             0.75747,            0.020189,           0.0074914,           0.0015894,            0.005809,            0.005809,            0.005809
                 129,            0.018356,            0.011444,           0.0012872,             0.89953,             0.86124,             0.90891,             0.75735,            0.020191,           0.0075482,           0.0017513,            0.005776,            0.005776,            0.005776
                 130,            0.018244,            0.011361,           0.0014484,             0.90335,             0.85534,             0.90842,             0.75797,            0.020059,           0.0076142,           0.0018915,            0.005743,            0.005743,            0.005743
                 131,            0.018513,            0.011539,           0.0014371,             0.91441,             0.83739,              0.9034,              0.7519,            0.020214,             0.00767,            0.002142,             0.00571,             0.00571,             0.00571
                 132,             0.01786,            0.010923,           0.0014873,             0.88977,              0.8662,             0.90654,             0.75637,            0.020357,           0.0076179,           0.0018838,            0.005677,            0.005677,            0.005677
                 133,            0.018142,            0.011705,           0.0014788,             0.88631,             0.87008,             0.90856,             0.75435,            0.020384,           0.0075366,           0.0018843,            0.005644,            0.005644,            0.005644
                 134,            0.018443,            0.011482,           0.0013628,             0.89882,              0.8533,             0.91002,             0.75798,            0.020535,           0.0074721,           0.0018827,            0.005611,            0.005611,            0.005611
                 135,            0.018066,            0.011778,            0.001207,             0.89679,             0.86585,             0.91101,              0.7569,            0.020385,           0.0075902,           0.0019291,            0.005578,            0.005578,            0.005578
                 136,            0.018237,            0.012338,           0.0012656,             0.90409,             0.86067,             0.91569,             0.76182,            0.020042,           0.0074824,           0.0016419,            0.005545,            0.005545,            0.005545
                 137,            0.018098,            0.011082,           0.0013734,             0.88696,             0.87258,             0.91066,             0.76023,            0.020065,           0.0075817,           0.0016813,            0.005512,            0.005512,            0.005512
                 138,            0.017838,            0.010915,           0.0012413,             0.88581,             0.87529,             0.90977,             0.76149,            0.020353,           0.0076916,           0.0016071,            0.005479,            0.005479,            0.005479
                 139,             0.01777,            0.010685,           0.0014497,             0.89027,             0.86644,             0.91103,              0.7576,             0.02041,           0.0076406,           0.0017609,            0.005446,            0.005446,            0.005446
                 140,            0.018001,            0.011188,           0.0011501,             0.89681,             0.86369,             0.91203,             0.75856,            0.020443,           0.0076435,           0.0018542,            0.005413,            0.005413,            0.005413
                 141,            0.017892,            0.011138,           0.0012993,             0.88881,             0.86984,             0.90696,             0.75995,            0.020096,           0.0076232,           0.0018894,             0.00538,             0.00538,             0.00538
                 142,            0.017765,            0.011267,            0.001425,             0.90513,             0.85182,             0.90868,             0.75977,            0.019991,            0.007575,           0.0018661,            0.005347,            0.005347,            0.005347
