               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.029336,            0.018592,           0.0037493,             0.82825,              0.7783,              0.8603,             0.63807,            0.026958,           0.0089857,           0.0037614,             0.00736,             0.00736,             0.00736
                  82,            0.029599,            0.019549,           0.0037861,             0.83592,             0.77486,             0.85522,             0.62736,             0.02691,           0.0090487,           0.0039603,            0.007327,            0.007327,            0.007327
                  83,            0.029253,            0.018762,           0.0034976,             0.85259,             0.77583,              0.8565,             0.64024,            0.026648,           0.0090048,           0.0030495,            0.007294,            0.007294,            0.007294
                  84,            0.029373,            0.017798,           0.0035392,             0.84025,             0.77123,             0.85545,              0.6342,            0.027016,           0.0090793,           0.0029177,            0.007261,            0.007261,            0.007261
                  85,            0.029234,             0.01821,           0.0032822,             0.86426,             0.79708,             0.86991,             0.64944,             0.02662,           0.0087767,           0.0026097,            0.007228,            0.007228,            0.007228
                  86,            0.029078,            0.018866,           0.0036149,             0.84783,             0.80855,             0.86067,              0.6391,            0.026726,           0.0088343,           0.0028962,            0.007195,            0.007195,            0.007195
                  87,            0.028774,            0.017478,           0.0034572,             0.82963,              0.7943,             0.86308,             0.64413,            0.026392,           0.0088016,           0.0026782,            0.007162,            0.007162,            0.007162
                  88,             0.02892,            0.018902,           0.0035824,             0.84839,             0.77556,             0.85645,              0.6408,            0.026706,           0.0088622,           0.0033607,            0.007129,            0.007129,            0.007129
                  89,            0.028423,            0.017439,           0.0035747,             0.81869,             0.79683,              0.8523,              0.6336,            0.026829,           0.0090958,           0.0030047,            0.007096,            0.007096,            0.007096
                  90,            0.028688,            0.017449,            0.003273,             0.83815,             0.80394,             0.86784,             0.65391,            0.026094,           0.0087446,           0.0029329,            0.007063,            0.007063,            0.007063
                  91,            0.028499,            0.017835,           0.0035113,             0.84804,              0.7907,              0.8645,             0.64443,            0.026367,           0.0088821,           0.0034956,             0.00703,             0.00703,             0.00703
                  92,            0.029157,            0.018842,           0.0034451,              0.8555,             0.77801,             0.86326,             0.65267,            0.026187,           0.0087961,           0.0028607,            0.006997,            0.006997,            0.006997
                  93,            0.028193,            0.016973,           0.0030071,             0.83782,             0.79152,             0.86496,             0.65305,            0.026398,           0.0086626,           0.0032847,            0.006964,            0.006964,            0.006964
                  94,            0.028585,            0.016884,           0.0031996,             0.86483,             0.78455,             0.87272,             0.65824,             0.02599,           0.0088135,           0.0027576,            0.006931,            0.006931,            0.006931
