               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,            0.028567,            0.018802,           0.0032484,             0.83372,             0.81508,             0.86532,             0.64478,            0.026139,             0.00867,           0.0027087,            0.006766,            0.006766,            0.006766
                 100,            0.027791,            0.016357,           0.0033169,              0.8373,             0.81453,             0.87281,             0.65667,            0.025711,           0.0087189,           0.0028135,            0.006733,            0.006733,            0.006733
                 101,            0.028261,            0.017008,           0.0029667,             0.86741,             0.78938,             0.87174,             0.66214,            0.025698,           0.0085012,             0.00256,              0.0067,              0.0067,              0.0067
                 102,             0.02792,            0.015885,           0.0033606,               0.876,             0.77833,              0.8699,             0.64383,            0.026015,           0.0086719,           0.0026096,            0.006667,            0.006667,            0.006667
                 103,            0.028015,            0.017604,           0.0028693,             0.86276,              0.7947,             0.87394,             0.65769,            0.025867,            0.008536,           0.0027507,            0.006634,            0.006634,            0.006634
                 104,            0.028278,            0.017155,           0.0032258,             0.86998,             0.80269,             0.87408,             0.66115,            0.026116,           0.0085304,             0.00268,            0.006601,            0.006601,            0.006601
                 105,            0.027595,            0.016948,           0.0028427,             0.88695,             0.79383,             0.88268,             0.66131,            0.026061,           0.0083322,           0.0022699,            0.006568,            0.006568,            0.006568
                 106,            0.027832,            0.017192,           0.0032355,             0.84772,             0.81002,             0.88192,             0.66774,             0.02581,           0.0083408,           0.0024931,            0.006535,            0.006535,            0.006535
                 107,            0.027444,            0.016744,           0.0031353,             0.84668,             0.81385,             0.87366,             0.65775,            0.025845,           0.0083409,           0.0025749,            0.006502,            0.006502,            0.006502
                 108,            0.027473,            0.016122,           0.0028198,             0.85078,             0.81696,             0.87137,              0.6602,            0.025872,           0.0084308,           0.0024698,            0.006469,            0.006469,            0.006469
                 109,            0.027636,            0.017883,           0.0029316,             0.84705,             0.81245,              0.8784,             0.66891,            0.025384,           0.0085824,           0.0026455,            0.006436,            0.006436,            0.006436
                 110,            0.027802,            0.018176,           0.0028085,             0.84983,             0.81844,             0.88415,             0.66531,            0.025813,           0.0083729,           0.0025708,            0.006403,            0.006403,            0.006403
                 111,            0.027083,            0.015816,           0.0029921,             0.86097,             0.80061,             0.87827,              0.6711,            0.025725,           0.0084375,           0.0032494,             0.00637,             0.00637,             0.00637
                 112,             0.02743,            0.016441,           0.0030311,             0.85636,             0.81555,             0.87931,              0.6719,            0.025241,           0.0084264,           0.0027255,            0.006337,            0.006337,            0.006337
